0.246643,0.241759,0.236875,0.227107,0.241759
0.241759,0.231991,0.236875,0.227107,0.246643
0.246643,0.222223,0.236875,0.227107,0.251527
0.246643,0.236875,0.231991,0.236875,0.246643
0.236875,0.227107,0.236875,0.227107,0.256411
0.246643,0.227107,0.236875,0.231991,0.256411
0.236875,0.227107,0.236875,0.231991,0.261295
0.241759,0.236875,0.236875,0.251527,0.261295
0.241759,0.236875,0.236875,0.241759,0.275947
0.246643,0.236875,0.246643,0.251527,0.280831
0.241759,0.231991,0.246643,0.256411,0.280831
0.251527,0.246643,0.241759,0.266179,0.290599
0.246643,0.246643,0.246643,0.275947,0.295483
0.236875,0.236875,0.256411,0.275947,0.305251
0.246643,0.241759,0.256411,0.285715,0.310135
0.246643,0.241759,0.256411,0.295483,0.319903
0.241759,0.241759,0.266179,0.300367,0.329671
0.246643,0.251527,0.266179,0.305251,0.339439
0.246643,0.251527,0.275947,0.315019,0.344323
0.251527,0.256411,0.275947,0.319903,0.354091
0.246643,0.251527,0.285715,0.324787,0.363859
0.256411,0.261295,0.285715,0.334555,0.368743
0.256411,0.256411,0.295483,0.339439,0.378511
0.251527,0.256411,0.300367,0.344323,0.388279
0.256411,0.266179,0.300367,0.354091,0.398047
0.261295,0.285715,0.300367,0.363859,0.402931
0.261295,0.271063,0.310135,0.368743,0.407815
0.266179,0.275947,0.310135,0.378511,0.412699
0.266179,0.280831,0.315019,0.383395,0.427351
0.261295,0.275947,0.315019,0.398047,0.432235
0.275947,0.275947,0.329671,0.393163,0.437119
0.271063,0.300367,0.334555,0.402931,0.451771
0.275947,0.285715,0.339439,0.407815,0.456655
0.275947,0.295483,0.349207,0.417583,0.461539
0.271063,0.295483,0.354091,0.417583,0.476191
0.275947,0.300367,0.358975,0.432235,0.485959
0.285715,0.305251,0.358975,0.437119,0.495727
0.285715,0.305251,0.363859,0.442003,0.490843
0.285715,0.310135,0.378511,0.446887,0.500611
0.285715,0.310135,0.378511,0.456655,0.510379
0.285715,0.315019,0.378511,0.466423,0.510379
0.295483,0.324787,0.383395,0.471307,0.520147
0.295483,0.319903,0.393163,0.476191,0.525031
0.290599,0.324787,0.398047,0.476191,0.534799
0.305251,0.334555,0.402931,0.485959,0.549451
0.300367,0.339439,0.402931,0.490843,0.539683
0.305251,0.339439,0.407815,0.500611,0.544567
0.305251,0.344323,0.412699,0.510379,0.559219
0.310135,0.349207,0.417583,0.515263,0.564103
0.310135,0.349207,0.422467,0.520147,0.573871
0.315019,0.349207,0.432235,0.525031,0.578755
0.319903,0.358975,0.427351,0.529915,0.583639
0.319903,0.358975,0.437119,0.529915,0.598291
0.319903,0.368743,0.442003,0.534799,0.588523
0.324787,0.368743,0.442003,0.544567,0.603175
0.324787,0.373627,0.446887,0.549451,0.603175
0.334555,0.368743,0.456655,0.549451,0.603175
0.324787,0.368743,0.461539,0.554335,0.608059
0.334555,0.383395,0.456655,0.559219,0.612943
0.329671,0.383395,0.451771,0.559219,0.608059
0.339439,0.383395,0.471307,0.554335,0.612943
0.344323,0.383395,0.471307,0.559219,0.608059
0.344323,0.393163,0.471307,0.559219,0.612943
0.339439,0.393163,0.476191,0.559219,0.612943
0.358975,0.407815,0.471307,0.564103,0.612943
0.354091,0.402931,0.476191,0.559219,0.612943
0.349207,0.393163,0.490843,0.559219,0.612943
0.349207,0.407815,0.476191,0.564103,0.612943
0.354091,0.407815,0.481075,0.559219,0.612943
0.354091,0.402931,0.481075,0.564103,0.612943
0.358975,0.417583,0.481075,0.564103,0.612943
0.363859,0.412699,0.481075,0.564103,0.603175
0.363859,0.407815,0.481075,0.564103,0.612943
0.363859,0.412699,0.490843,0.559219,0.608059
0.358975,0.417583,0.485959,0.559219,0.612943
0.358975,0.422467,0.485959,0.559219,0.612943
0.363859,0.417583,0.490843,0.564103,0.608059
0.363859,0.417583,0.485959,0.564103,0.612943
0.363859,0.422467,0.490843,0.559219,0.612943
0.373627,0.417583,0.490843,0.559219,0.608059
0.368743,0.422467,0.490843,0.559219,0.608059
0.373627,0.422467,0.485959,0.564103,0.608059
0.378511,0.422467,0.490843,0.564103,0.608059
0.373627,0.422467,0.495727,0.559219,0.608059
0.368743,0.422467,0.500611,0.559219,0.608059
0.373627,0.422467,0.490843,0.564103,0.603175
0.368743,0.427351,0.490843,0.559219,0.608059
0.373627,0.442003,0.490843,0.564103,0.608059
0.388279,0.427351,0.495727,0.564103,0.603175
0.378511,0.427351,0.495727,0.559219,0.603175
0.383395,0.437119,0.495727,0.559219,0.603175
0.393163,0.422467,0.495727,0.559219,0.598291
0.378511,0.432235,0.495727,0.559219,0.603175
0.378511,0.432235,0.495727,0.559219,0.603175
0.383395,0.427351,0.500611,0.559219,0.608059
0.383395,0.432235,0.495727,0.559219,0.608059
0.383395,0.427351,0.500611,0.559219,0.603175
0.383395,0.432235,0.500611,0.559219,0.608059
0.383395,0.432235,0.500611,0.564103,0.603175
0.383395,0.437119,0.495727,0.559219,0.603175
0.383395,0.446887,0.510379,0.559219,0.603175
0.388279,0.437119,0.500611,0.559219,0.603175
0.388279,0.432235,0.500611,0.559219,0.603175
0.388279,0.442003,0.495727,0.559219,0.603175
0.388279,0.432235,0.495727,0.564103,0.598291
0.388279,0.437119,0.500611,0.559219,0.603175
0.383395,0.432235,0.500611,0.559219,0.603175
0.383395,0.432235,0.500611,0.559219,0.603175
0.383395,0.437119,0.500611,0.559219,0.608059
0.388279,0.432235,0.500611,0.564103,0.598291
0.383395,0.437119,0.495727,0.564103,0.598291
0.388279,0.437119,0.495727,0.559219,0.598291
0.388279,0.442003,0.500611,0.559219,0.603175
0.388279,0.437119,0.505495,0.559219,0.598291
0.393163,0.432235,0.505495,0.559219,0.603175
0.393163,0.442003,0.500611,0.559219,0.598291
0.383395,0.442003,0.495727,0.559219,0.598291
0.378511,0.437119,0.510379,0.559219,0.598291
0.388279,0.432235,0.500611,0.559219,0.608059
0.393163,0.437119,0.495727,0.559219,0.598291
0.388279,0.442003,0.500611,0.559219,0.603175
0.393163,0.442003,0.495727,0.564103,0.603175
0.398047,0.437119,0.500611,0.564103,0.598291
0.393163,0.442003,0.500611,0.564103,0.598291
0.388279,0.442003,0.490843,0.564103,0.598291
0.393163,0.437119,0.505495,0.554335,0.603175
0.393163,0.442003,0.495727,0.568987,0.593407
0.388279,0.437119,0.505495,0.559219,0.598291
0.393163,0.442003,0.500611,0.559219,0.593407
0.393163,0.442003,0.505495,0.559219,0.598291
0.398047,0.437119,0.505495,0.559219,0.598291
0.398047,0.442003,0.500611,0.559219,0.598291
0.388279,0.442003,0.505495,0.559219,0.598291
0.398047,0.451771,0.500611,0.559219,0.603175
0.398047,0.437119,0.505495,0.559219,0.598291
0.393163,0.446887,0.500611,0.559219,0.603175
0.393163,0.437119,0.505495,0.559219,0.603175
0.398047,0.437119,0.505495,0.549451,0.603175
0.393163,0.446887,0.500611,0.564103,0.598291
0.393163,0.442003,0.500611,0.564103,0.598291
0.393163,0.437119,0.510379,0.559219,0.598291
0.393163,0.442003,0.505495,0.568987,0.598291
0.393163,0.442003,0.505495,0.559219,0.598291
0.393163,0.437119,0.505495,0.559219,0.598291
0.393163,0.437119,0.505495,0.559219,0.598291
0.398047,0.442003,0.505495,0.559219,0.603175
0.398047,0.442003,0.505495,0.564103,0.598291
0.402931,0.442003,0.505495,0.559219,0.603175
0.402931,0.442003,0.500611,0.564103,0.598291
0.393163,0.442003,0.500611,0.559219,0.598291
0.398047,0.442003,0.505495,0.559219,0.598291
0.398047,0.437119,0.510379,0.559219,0.598291
0.393163,0.442003,0.505495,0.559219,0.598291
0.398047,0.446887,0.500611,0.564103,0.593407
0.398047,0.446887,0.500611,0.559219,0.598291
0.398047,0.442003,0.505495,0.564103,0.603175
0.398047,0.446887,0.505495,0.559219,0.603175
0.402931,0.442003,0.505495,0.559219,0.598291
0.398047,0.437119,0.510379,0.559219,0.598291
0.398047,0.442003,0.500611,0.559219,0.598291
0.393163,0.451771,0.505495,0.564103,0.598291
0.398047,0.442003,0.505495,0.564103,0.603175
0.398047,0.442003,0.510379,0.559219,0.603175
0.398047,0.442003,0.510379,0.559219,0.603175
0.398047,0.446887,0.500611,0.559219,0.598291
0.398047,0.442003,0.505495,0.564103,0.603175
0.402931,0.446887,0.510379,0.559219,0.598291
0.398047,0.442003,0.510379,0.559219,0.603175
0.398047,0.446887,0.505495,0.559219,0.603175
0.402931,0.446887,0.510379,0.564103,0.603175
0.398047,0.442003,0.510379,0.559219,0.608059
0.393163,0.456655,0.500611,0.564103,0.603175
0.402931,0.442003,0.510379,0.559219,0.608059
0.402931,0.451771,0.505495,0.559219,0.598291
0.402931,0.446887,0.505495,0.559219,0.598291
0.398047,0.446887,0.505495,0.559219,0.608059
0.402931,0.442003,0.510379,0.564103,0.603175
0.393163,0.446887,0.505495,0.564103,0.603175
0.402931,0.442003,0.505495,0.564103,0.608059
0.398047,0.451771,0.495727,0.568987,0.598291
0.398047,0.442003,0.510379,0.559219,0.603175
0.407815,0.446887,0.510379,0.568987,0.598291
0.398047,0.451771,0.510379,0.564103,0.603175
0.402931,0.451771,0.505495,0.568987,0.603175
0.402931,0.446887,0.510379,0.559219,0.603175
0.398047,0.446887,0.510379,0.564103,0.603175
0.407815,0.442003,0.510379,0.564103,0.603175
0.402931,0.446887,0.510379,0.564103,0.598291
0.402931,0.451771,0.495727,0.568987,0.603175
0.407815,0.446887,0.510379,0.564103,0.603175
0.407815,0.446887,0.505495,0.568987,0.598291
0.402931,0.451771,0.510379,0.564103,0.608059
0.412699,0.442003,0.510379,0.568987,0.598291
0.402931,0.451771,0.510379,0.564103,0.603175
0.398047,0.446887,0.510379,0.564103,0.603175
0.412699,0.461539,0.510379,0.564103,0.608059
0.398047,0.446887,0.510379,0.568987,0.603175
0.402931,0.446887,0.510379,0.564103,0.608059
0.402931,0.451771,0.510379,0.564103,0.608059
0.402931,0.446887,0.510379,0.568987,0.603175
0.402931,0.451771,0.515263,0.564103,0.603175
0.402931,0.451771,0.515263,0.559219,0.603175
0.407815,0.456655,0.510379,0.564103,0.603175
0.402931,0.446887,0.510379,0.568987,0.603175
0.402931,0.451771,0.510379,0.568987,0.608059
0.412699,0.461539,0.510379,0.568987,0.603175
0.398047,0.451771,0.510379,0.568987,0.608059
0.407815,0.446887,0.515263,0.568987,0.603175
0.407815,0.446887,0.510379,0.559219,0.608059
0.407815,0.446887,0.510379,0.568987,0.603175
0.402931,0.446887,0.515263,0.568987,0.603175
0.407815,0.451771,0.510379,0.568987,0.603175
0.402931,0.451771,0.510379,0.568987,0.608059
0.402931,0.456655,0.515263,0.568987,0.603175
0.407815,0.442003,0.520147,0.564103,0.608059
0.412699,0.446887,0.510379,0.568987,0.608059
0.407815,0.451771,0.510379,0.568987,0.603175
